OrderID,DateKey,ClientID,SKUID,WarehouseID,Quantity,Revenue,COGS,FulfillmentCost,OrderDate,ShipDate,DeliveryDate,PromisedDeliveryDate
3587,20250707,9,59,3,5,16441.05,13380.85,3037.19,2025-07-07,2025-07-08,2025-07-15,2025-07-14
3588,20250707,11,41,2,1,1169.1,815.95,223.21,2025-07-07,2025-07-12,2025-07-15,2025-07-12
3589,20250707,5,50,2,3,2411.04,1627.23,521.14,2025-07-07,2025-07-09,2025-07-13,2025-07-13
3590,20250707,12,15,1,1,4259.96,3283.34,550.11,2025-07-07,2025-07-08,2025-07-11,2025-07-14
3591,20250707,4,44,4,2,3525.46,2638.02,751.37,2025-07-07,2025-07-09,2025-07-11,2025-07-13
3592,20250707,4,39,2,5,12256.5,8415.7,2297.03,2025-07-07,2025-07-08,2025-07-11,2025-07-13
3593,20250707,2,48,2,4,4488.32,3060.76,926.32,2025-07-07,2025-07-08,2025-07-10,2025-07-12
3594,20250708,6,42,1,1,2627.91,1950.66,383.02,2025-07-08,2025-07-09,2025-07-11,2025-07-15
3595,20250708,2,33,3,4,8190.76,5657.0,1546.88,2025-07-08,2025-07-09,2025-07-12,2025-07-13
3596,20250708,4,27,5,4,7704.6,4987.24,1483.53,2025-07-08,2025-07-11,2025-07-14,2025-07-14
3597,20250708,1,6,4,4,5793.04,2886.32,1612.97,2025-07-08,2025-07-10,2025-07-12,2025-07-13
3598,20250708,7,12,3,2,9233.64,7567.58,1534.45,2025-07-08,2025-07-09,2025-07-12,2025-07-15
3599,20250708,12,33,1,2,4095.38,2828.5,604.64,2025-07-08,2025-07-09,2025-07-13,2025-07-15
3600,20250708,6,11,1,5,20648.65,16083.85,3260.81,2025-07-08,2025-07-10,2025-07-17,2025-07-15
3601,20250708,1,30,2,5,5890.55,4181.35,1086.87,2025-07-08,2025-07-09,2025-07-12,2025-07-13
3602,20250708,3,21,2,4,1371.24,725.32,272.62,2025-07-08,2025-07-09,2025-07-11,2025-07-14
3603,20250708,10,54,3,3,9042.06,6392.52,1318.08,2025-07-08,2025-07-10,2025-07-14,2025-07-14
3604,20250708,6,48,3,3,3366.24,2295.57,491.46,2025-07-08,2025-07-09,2025-07-12,2025-07-15
3605,20250708,5,8,4,1,604.21,366.72,168.81,2025-07-08,2025-07-10,2025-07-12,2025-07-14
3606,20250708,9,38,1,1,3840.94,2993.05,654.51,2025-07-08,2025-07-09,2025-07-16,2025-07-15
3607,20250708,6,56,2,1,6685.4,5192.61,1350.87,2025-07-08,2025-07-09,2025-07-12,2025-07-15
3608,20250708,5,34,2,1,990.26,771.47,220.22,2025-07-08,2025-07-09,2025-07-11,2025-07-14
3609,20250708,12,39,1,3,7353.9,5049.42,1134.31,2025-07-08,2025-07-10,2025-07-13,2025-07-15
3610,20250708,8,36,4,4,12734.16,9368.96,3039.88,2025-07-08,2025-07-09,2025-07-11,2025-07-15
3611,20250708,4,42,1,2,5255.82,3901.32,809.58,2025-07-08,2025-07-09,2025-07-11,2025-07-14
3612,20250708,3,22,3,1,946.6,435.09,167.86,2025-07-08,2025-07-09,2025-07-12,2025-07-14
3613,20250708,8,18,1,1,2029.49,1802.25,295.43,2025-07-08,2025-07-10,2025-07-12,2025-07-15
3614,20250708,3,11,1,2,8259.46,6433.54,1204.75,2025-07-08,2025-07-09,2025-07-11,2025-07-14
3615,20250708,9,2,2,1,641.24,339.6,109.54,2025-07-08,2025-07-13,2025-07-16,2025-07-15
3616,20250708,1,9,4,2,2090.68,1316.2,586.13,2025-07-08,2025-07-10,2025-07-12,2025-07-13
3617,20250708,5,45,4,4,7020.92,4547.76,1683.34,2025-07-08,2025-07-09,2025-07-12,2025-07-14
3618,20250708,11,19,5,3,3053.04,1599.72,579.18,2025-07-08,2025-07-10,2025-07-12,2025-07-13
3619,20250708,11,49,2,4,9310.76,5759.84,2111.33,2025-07-08,2025-07-13,2025-07-15,2025-07-13
3620,20250708,7,44,4,4,7050.92,5276.04,1633.55,2025-07-08,2025-07-10,2025-07-13,2025-07-15
3621,20250708,8,51,1,3,2115.06,1296.75,293.76,2025-07-08,2025-07-09,2025-07-11,2025-07-15
3622,20250708,12,5,2,4,3159.88,1878.12,707.12,2025-07-08,2025-07-13,2025-07-16,2025-07-15
3623,20250708,7,23,5,5,3771.15,2208.85,651.74,2025-07-08,2025-07-10,2025-07-12,2025-07-15
3624,20250709,4,51,2,2,1410.04,864.5,295.66,2025-07-09,2025-07-12,2025-07-15,2025-07-15
3625,20250709,7,41,1,4,4676.4,3263.8,771.35,2025-07-09,2025-07-10,2025-07-17,2025-07-16
3626,20250709,5,34,2,2,1980.52,1542.94,340.17,2025-07-09,2025-07-11,2025-07-13,2025-07-15
3627,20250709,6,34,3,5,4951.3,3857.35,943.0,2025-07-09,2025-07-10,2025-07-12,2025-07-16
3628,20250709,11,27,4,5,9630.75,6234.05,2451.64,2025-07-09,2025-07-11,2025-07-14,2025-07-14
3629,20250709,5,16,5,4,15601.28,12392.32,3406.05,2025-07-09,2025-07-11,2025-07-15,2025-07-15
3630,20250709,1,23,1,3,2262.69,1325.31,320.99,2025-07-09,2025-07-10,2025-07-17,2025-07-14
3631,20250709,1,39,1,3,7353.9,5049.42,1070.29,2025-07-09,2025-07-10,2025-07-14,2025-07-14
3632,20250709,1,30,1,2,2356.22,1672.54,397.73,2025-07-09,2025-07-11,2025-07-14,2025-07-14
3633,20250709,10,3,4,4,4236.4,2147.0,972.45,2025-07-09,2025-07-11,2025-07-15,2025-07-15
3634,20250709,10,21,2,3,1028.43,543.99,215.99,2025-07-09,2025-07-14,2025-07-16,2025-07-15
3635,20250709,9,2,1,2,1282.48,679.2,182.85,2025-07-09,2025-07-14,2025-07-16,2025-07-16
3636,20250709,1,44,1,1,1762.73,1319.01,248.54,2025-07-09,2025-07-10,2025-07-13,2025-07-14
3637,20250709,9,7,2,3,1569.3,887.4,288.15,2025-07-09,2025-07-10,2025-07-14,2025-07-16
3638,20250709,10,17,4,2,1631.32,1412.42,447.52,2025-07-09,2025-07-11,2025-07-14,2025-07-15
3639,20250709,6,13,1,1,5786.18,4879.02,766.82,2025-07-09,2025-07-10,2025-07-12,2025-07-16
3640,20250709,1,18,5,2,4058.98,3604.5,748.33,2025-07-09,2025-07-10,2025-07-12,2025-07-14
3641,20250709,5,10,3,4,4840.2,3740.88,923.08,2025-07-09,2025-07-11,2025-07-13,2025-07-15
3642,20250709,12,4,3,4,4386.48,2483.16,683.83,2025-07-09,2025-07-10,2025-07-13,2025-07-16
3643,20250709,6,23,2,1,754.23,441.77,139.96,2025-07-09,2025-07-11,2025-07-18,2025-07-16
3644,20250709,10,53,5,1,3013.4,2392.38,587.08,2025-07-09,2025-07-10,2025-07-12,2025-07-15
3645,20250709,11,58,5,3,32499.69,23691.75,6784.03,2025-07-09,2025-07-10,2025-07-13,2025-07-14
3646,20250709,12,30,4,4,4712.44,3345.08,1049.36,2025-07-09,2025-07-10,2025-07-14,2025-07-16
3647,20250709,7,30,1,4,4712.44,3345.08,653.89,2025-07-09,2025-07-10,2025-07-14,2025-07-16
3648,20250709,2,43,2,4,5876.52,3551.4,1131.07,2025-07-09,2025-07-10,2025-07-13,2025-07-14
3649,20250709,12,11,4,3,12389.19,9650.31,3453.15,2025-07-09,2025-07-10,2025-07-12,2025-07-16
3650,20250709,9,17,3,5,4078.3,3531.05,792.25,2025-07-09,2025-07-11,2025-07-13,2025-07-16
3651,20250710,1,38,3,1,3840.94,2993.05,638.05,2025-07-10,2025-07-11,2025-07-14,2025-07-15
3652,20250710,7,16,1,2,7800.64,6196.16,1318.56,2025-07-10,2025-07-11,2025-07-15,2025-07-17
3653,20250710,7,48,3,1,1122.08,765.19,179.92,2025-07-10,2025-07-11,2025-07-13,2025-07-17
3654,20250710,10,53,3,2,6026.8,4784.76,1152.94,2025-07-10,2025-07-11,2025-07-14,2025-07-16
3655,20250710,12,27,2,1,1926.15,1246.81,436.96,2025-07-10,2025-07-15,2025-07-17,2025-07-17
3656,20250710,4,53,4,5,15067.0,11961.9,3801.32,2025-07-10,2025-07-11,2025-07-14,2025-07-16
3657,20250710,2,43,2,2,2938.26,1775.7,509.59,2025-07-10,2025-07-11,2025-07-15,2025-07-15
3658,20250710,7,20,2,2,1508.44,653.42,306.48,2025-07-10,2025-07-12,2025-07-14,2025-07-17
3659,20250710,4,17,1,3,2446.98,2118.63,396.46,2025-07-10,2025-07-11,2025-07-13,2025-07-16
3660,20250710,10,40,1,3,10187.73,7916.61,1433.17,2025-07-10,2025-07-11,2025-07-13,2025-07-16
3661,20250710,5,13,5,5,28930.9,24395.1,6075.43,2025-07-10,2025-07-11,2025-07-13,2025-07-16
3662,20250710,7,57,3,2,4482.6,3566.14,857.0,2025-07-10,2025-07-11,2025-07-13,2025-07-17
3663,20250710,11,55,1,5,52350.25,37285.2,7814.4,2025-07-10,2025-07-11,2025-07-14,2025-07-15
3664,20250710,6,2,2,5,3206.2,1698.0,567.12,2025-07-10,2025-07-12,2025-07-14,2025-07-17
3665,20250710,3,25,5,3,1314.6,667.23,272.92,2025-07-10,2025-07-13,2025-07-15,2025-07-16
3666,20250710,3,33,1,4,8190.76,5657.0,1096.39,2025-07-10,2025-07-12,2025-07-15,2025-07-16
3667,20250710,12,33,3,5,10238.45,7071.25,1560.71,2025-07-10,2025-07-11,2025-07-14,2025-07-17
3668,20250710,7,37,5,3,7712.97,5751.57,1440.25,2025-07-10,2025-07-12,2025-07-14,2025-07-17
3669,20250710,8,8,4,3,1812.63,1100.16,403.8,2025-07-10,2025-07-11,2025-07-13,2025-07-17
3670,20250710,1,29,3,3,2775.33,2068.14,521.41,2025-07-10,2025-07-12,2025-07-16,2025-07-15
3671,20250710,2,24,5,1,846.54,417.49,148.99,2025-07-10,2025-07-11,2025-07-13,2025-07-15
3672,20250710,3,1,1,4,1388.16,876.28,223.37,2025-07-10,2025-07-11,2025-07-14,2025-07-16
3673,20250710,9,40,1,2,6791.82,5277.74,1093.58,2025-07-10,2025-07-11,2025-07-13,2025-07-17
3674,20250710,1,11,3,5,20648.65,16083.85,3404.71,2025-07-10,2025-07-12,2025-07-14,2025-07-15
3675,20250710,11,50,1,1,803.68,542.41,124.33,2025-07-10,2025-07-12,2025-07-14,2025-07-15
3676,20250710,7,44,3,3,5288.19,3957.03,844.4,2025-07-10,2025-07-11,2025-07-14,2025-07-17
3677,20250710,3,16,4,5,19501.6,15490.4,4882.7,2025-07-10,2025-07-11,2025-07-15,2025-07-16
3678,20250710,9,43,1,2,2938.26,1775.7,384.1,2025-07-10,2025-07-13,2025-07-15,2025-07-17
3679,20250710,4,16,2,1,3900.32,3098.08,686.59,2025-07-10,2025-07-11,2025-07-13,2025-07-16
3680,20250711,2,16,3,5,19501.6,15490.4,2986.12,2025-07-11,2025-07-13,2025-07-15,2025-07-16
3681,20250711,9,48,1,1,1122.08,765.19,187.57,2025-07-11,2025-07-13,2025-07-16,2025-07-18
3682,20250711,12,50,3,2,1607.36,1084.82,266.31,2025-07-11,2025-07-12,2025-07-15,2025-07-18
3683,20250711,11,43,3,4,5876.52,3551.4,1145.97,2025-07-11,2025-07-13,2025-07-16,2025-07-16
3684,20250711,8,48,3,3,3366.24,2295.57,597.67,2025-07-11,2025-07-12,2025-07-14,2025-07-18
3685,20250711,1,2,2,1,641.24,339.6,118.9,2025-07-11,2025-07-13,2025-07-16,2025-07-16
3686,20250711,8,59,1,1,3288.21,2676.17,483.42,2025-07-11,2025-07-12,2025-07-14,2025-07-18
3687,20250711,1,51,3,5,3525.1,2161.25,660.02,2025-07-11,2025-07-12,2025-07-14,2025-07-16
3688,20250711,8,1,3,1,347.04,219.07,63.68,2025-07-11,2025-07-14,2025-07-17,2025-07-18
3689,20250711,2,40,2,3,10187.73,7916.61,1953.07,2025-07-11,2025-07-14,2025-07-16,2025-07-16
3690,20250711,8,10,3,3,3630.15,2805.66,587.21,2025-07-11,2025-07-13,2025-07-16,2025-07-18
3691,20250711,8,28,3,2,5469.86,3465.7,912.91,2025-07-11,2025-07-13,2025-07-17,2025-07-18
3692,20250711,12,49,3,5,11638.45,7199.8,1928.25,2025-07-11,2025-07-12,2025-07-14,2025-07-18
3693,20250711,10,23,2,2,1508.46,883.54,323.61,2025-07-11,2025-07-13,2025-07-15,2025-07-17
3694,20250711,8,35,1,1,3249.61,2336.97,468.76,2025-07-11,2025-07-12,2025-07-14,2025-07-18
3695,20250712,4,35,4,5,16248.05,11684.85,4034.99,2025-07-12,2025-07-13,2025-07-20,2025-07-18
3696,20250712,3,47,1,3,4227.3,3099.75,665.9,2025-07-12,2025-07-17,2025-07-19,2025-07-18
3697,20250712,7,57,2,4,8965.2,7132.28,1752.3,2025-07-12,2025-07-14,2025-07-16,2025-07-19
3698,20250712,11,8,1,4,2416.84,1466.88,353.4,2025-07-12,2025-07-13,2025-07-15,2025-07-17
3699,20250712,11,43,1,2,2938.26,1775.7,413.7,2025-07-12,2025-07-13,2025-07-16,2025-07-17
3700,20250712,9,48,2,4,4488.32,3060.76,833.55,2025-07-12,2025-07-13,2025-07-15,2025-07-19
3701,20250712,6,25,3,5,2191.0,1112.05,359.9,2025-07-12,2025-07-13,2025-07-15,2025-07-19
3702,20250712,1,14,2,5,19238.15,14920.9,4170.15,2025-07-12,2025-07-13,2025-07-15,2025-07-17
3703,20250712,9,15,3,5,21299.8,16416.7,4077.79,2025-07-12,2025-07-13,2025-07-16,2025-07-19
3704,20250712,12,54,1,3,9042.06,6392.52,1387.5,2025-07-12,2025-07-13,2025-07-20,2025-07-19
3705,20250712,12,39,1,2,4902.6,3366.28,731.54,2025-07-12,2025-07-13,2025-07-15,2025-07-19
3706,20250712,4,18,1,3,6088.47,5406.75,789.95,2025-07-12,2025-07-14,2025-07-17,2025-07-18
3707,20250712,10,7,1,4,2092.4,1183.2,282.82,2025-07-12,2025-07-13,2025-07-15,2025-07-18
3708,20250712,2,34,1,1,990.26,771.47,150.16,2025-07-12,2025-07-13,2025-07-16,2025-07-17
3709,20250712,7,42,1,4,10511.64,7802.64,1498.54,2025-07-12,2025-07-13,2025-07-16,2025-07-19
3710,20250712,12,34,3,5,4951.3,3857.35,835.93,2025-07-12,2025-07-13,2025-07-16,2025-07-19
3711,20250713,10,39,1,2,4902.6,3366.28,830.22,2025-07-13,2025-07-14,2025-07-16,2025-07-19
3712,20250713,2,18,3,4,8117.96,7209.0,1500.34,2025-07-13,2025-07-18,2025-07-20,2025-07-18
3713,20250713,12,7,3,5,2615.5,1479.0,466.37,2025-07-13,2025-07-18,2025-07-22,2025-07-20
3714,20250713,1,28,1,2,5469.86,3465.7,852.93,2025-07-13,2025-07-15,2025-07-22,2025-07-18
3715,20250713,12,21,2,2,685.62,362.66,120.45,2025-07-13,2025-07-14,2025-07-18,2025-07-20
3716,20250713,3,39,2,3,7353.9,5049.42,1617.62,2025-07-13,2025-07-14,2025-07-16,2025-07-19
3717,20250713,7,7,2,3,1569.3,887.4,324.1,2025-07-13,2025-07-14,2025-07-18,2025-07-20
3718,20250713,9,5,1,2,1579.94,939.06,238.81,2025-07-13,2025-07-15,2025-07-18,2025-07-20
3719,20250713,10,57,3,4,8965.2,7132.28,1537.98,2025-07-13,2025-07-16,2025-07-19,2025-07-19
3720,20250713,2,49,1,1,2327.69,1439.96,349.11,2025-07-13,2025-07-14,2025-07-16,2025-07-18
3721,20250713,4,51,3,2,1410.04,864.5,212.01,2025-07-13,2025-07-14,2025-07-21,2025-07-19
3722,20250713,4,27,5,2,3852.3,2493.62,639.03,2025-07-13,2025-07-15,2025-07-18,2025-07-19
3723,20250713,5,38,1,1,3840.94,2993.05,543.38,2025-07-13,2025-07-15,2025-07-17,2025-07-19
3724,20250713,8,44,1,3,5288.19,3957.03,852.66,2025-07-13,2025-07-14,2025-07-17,2025-07-20
3725,20250714,9,15,2,4,17039.84,13133.36,3820.81,2025-07-14,2025-07-16,2025-07-18,2025-07-21
3726,20250714,10,59,3,1,3288.21,2676.17,500.83,2025-07-14,2025-07-17,2025-07-24,2025-07-20
3727,20250714,4,39,3,2,4902.6,3366.28,936.15,2025-07-14,2025-07-16,2025-07-20,2025-07-20
3728,20250714,2,29,4,1,925.11,689.38,254.43,2025-07-14,2025-07-16,2025-07-18,2025-07-19
3729,20250714,9,57,5,3,6723.9,5349.21,1404.81,2025-07-14,2025-07-17,2025-07-21,2025-07-21
3730,20250714,2,53,4,2,6026.8,4784.76,1600.12,2025-07-14,2025-07-15,2025-07-17,2025-07-19
3731,20250714,12,35,2,5,16248.05,11684.85,3345.38,2025-07-14,2025-07-15,2025-07-17,2025-07-21
3732,20250714,4,47,4,3,4227.3,3099.75,999.23,2025-07-14,2025-07-15,2025-07-17,2025-07-20
3733,20250714,1,39,1,4,9805.2,6732.56,1513.94,2025-07-14,2025-07-15,2025-07-18,2025-07-19
3734,20250714,10,3,3,4,4236.4,2147.0,762.48,2025-07-14,2025-07-15,2025-07-19,2025-07-20
3735,20250714,10,35,2,3,9748.83,7010.91,2192.32,2025-07-14,2025-07-15,2025-07-22,2025-07-20
3736,20250714,10,39,5,1,2451.3,1683.14,460.28,2025-07-14,2025-07-16,2025-07-20,2025-07-20
3737,20250714,6,42,5,1,2627.91,1950.66,487.1,2025-07-14,2025-07-15,2025-07-17,2025-07-21
3738,20250714,4,14,5,4,15390.52,11936.72,2654.1,2025-07-14,2025-07-15,2025-07-17,2025-07-20
3739,20250714,12,9,1,2,2090.68,1316.2,333.04,2025-07-14,2025-07-19,2025-07-22,2025-07-21
3740,20250714,3,20,1,2,1508.44,653.42,236.2,2025-07-14,2025-07-16,2025-07-20,2025-07-20
3741,20250714,2,45,3,2,3510.46,2273.88,652.41,2025-07-14,2025-07-15,2025-07-18,2025-07-19
3742,20250714,4,12,4,4,18467.28,15135.16,4357.36,2025-07-14,2025-07-17,2025-07-19,2025-07-20
3743,20250714,9,7,3,3,1569.3,887.4,249.99,2025-07-14,2025-07-15,2025-07-18,2025-07-21
3744,20250714,9,56,5,2,13370.8,10385.22,2669.56,2025-07-14,2025-07-16,2025-07-18,2025-07-21
3745,20250714,5,16,4,3,11700.96,9294.24,2492.88,2025-07-14,2025-07-16,2025-07-18,2025-07-20
3746,20250714,6,45,5,1,1755.23,1136.94,295.28,2025-07-14,2025-07-16,2025-07-18,2025-07-21
3747,20250714,2,22,2,3,2839.8,1305.27,484.14,2025-07-14,2025-07-16,2025-07-18,2025-07-19
3748,20250714,5,32,2,5,12733.55,8949.1,2576.62,2025-07-14,2025-07-16,2025-07-20,2025-07-20
3749,20250714,8,3,2,2,2118.2,1073.5,398.23,2025-07-14,2025-07-15,2025-07-17,2025-07-21
3750,20250714,11,40,1,2,6791.82,5277.74,983.79,2025-07-14,2025-07-15,2025-07-19,2025-07-19
3751,20250714,2,2,3,3,1923.72,1018.8,315.59,2025-07-14,2025-07-16,2025-07-18,2025-07-19
3752,20250715,10,38,5,1,3840.94,2993.05,759.15,2025-07-15,2025-07-16,2025-07-18,2025-07-21
3753,20250715,12,25,2,4,1752.8,889.64,361.07,2025-07-15,2025-07-17,2025-07-20,2025-07-22
3754,20250715,4,15,3,1,4259.96,3283.34,739.11,2025-07-15,2025-07-16,2025-07-18,2025-07-21
3755,20250715,9,51,4,5,3525.1,2161.25,928.02,2025-07-15,2025-07-17,2025-07-20,2025-07-22
3756,20250715,5,9,2,2,2090.68,1316.2,392.3,2025-07-15,2025-07-16,2025-07-19,2025-07-21
3757,20250715,9,48,1,4,4488.32,3060.76,610.9,2025-07-15,2025-07-17,2025-07-20,2025-07-22
3758,20250715,9,39,1,2,4902.6,3366.28,681.86,2025-07-15,2025-07-16,2025-07-18,2025-07-22
3759,20250715,12,34,2,5,4951.3,3857.35,917.3,2025-07-15,2025-07-16,2025-07-18,2025-07-22
3760,20250715,6,52,2,3,26717.13,20675.07,4941.21,2025-07-15,2025-07-16,2025-07-18,2025-07-22
3761,20250715,10,9,3,3,3136.02,1974.3,456.49,2025-07-15,2025-07-16,2025-07-18,2025-07-21
3762,20250715,1,37,5,2,5141.98,3834.38,1115.93,2025-07-15,2025-07-18,2025-07-21,2025-07-20
3763,20250715,9,52,3,3,26717.13,20675.07,4690.13,2025-07-15,2025-07-18,2025-07-22,2025-07-22
3764,20250715,11,56,1,5,33427.0,25963.05,4904.12,2025-07-15,2025-07-18,2025-07-22,2025-07-20
3765,20250715,7,19,2,3,3053.04,1599.72,629.1,2025-07-15,2025-07-17,2025-07-19,2025-07-22
3766,20250715,6,3,2,1,1059.1,536.75,231.05,2025-07-15,2025-07-16,2025-07-18,2025-07-22
3767,20250715,10,52,3,3,26717.13,20675.07,4046.45,2025-07-15,2025-07-16,2025-07-18,2025-07-21
3768,20250715,5,19,4,5,5088.4,2666.2,1327.46,2025-07-15,2025-07-17,2025-07-20,2025-07-21
3769,20250715,7,28,2,5,13674.65,8664.25,2826.24,2025-07-15,2025-07-16,2025-07-18,2025-07-22
3770,20250715,12,7,2,1,523.1,295.8,116.3,2025-07-15,2025-07-18,2025-07-20,2025-07-22
3771,20250715,1,6,4,5,7241.3,3607.9,1777.91,2025-07-15,2025-07-16,2025-07-18,2025-07-20
3772,20250715,4,52,3,4,35622.84,27566.76,5333.95,2025-07-15,2025-07-16,2025-07-20,2025-07-21
3773,20250715,7,28,4,1,2734.93,1732.85,715.04,2025-07-15,2025-07-16,2025-07-19,2025-07-22
3774,20250715,7,2,3,4,2564.96,1358.4,434.92,2025-07-15,2025-07-16,2025-07-19,2025-07-22
3775,20250715,12,44,1,3,5288.19,3957.03,839.46,2025-07-15,2025-07-20,2025-07-22,2025-07-22
3776,20250715,11,28,3,3,8204.79,5198.55,1193.39,2025-07-15,2025-07-20,2025-07-24,2025-07-20
3777,20250715,6,49,5,3,6983.07,4319.88,1438.85,2025-07-15,2025-07-16,2025-07-19,2025-07-22
3778,20250715,4,32,2,1,2546.71,1789.82,453.68,2025-07-15,2025-07-17,2025-07-21,2025-07-21
3779,20250715,3,51,3,1,705.02,432.25,118.83,2025-07-15,2025-07-17,2025-07-20,2025-07-21
3780,20250715,6,52,2,3,26717.13,20675.07,6079.16,2025-07-15,2025-07-17,2025-07-19,2025-07-22
3781,20250716,11,55,1,3,31410.15,22371.12,5236.33,2025-07-16,2025-07-21,2025-07-23,2025-07-21
3782,20250716,3,49,2,3,6983.07,4319.88,1402.55,2025-07-16,2025-07-18,2025-07-21,2025-07-22
3783,20250716,4,34,3,5,4951.3,3857.35,777.2,2025-07-16,2025-07-18,2025-07-22,2025-07-22
3784,20250716,1,43,2,3,4407.39,2663.55,884.69,2025-07-16,2025-07-17,2025-07-20,2025-07-21
3785,20250716,2,2,4,2,1282.48,679.2,314.78,2025-07-16,2025-07-17,2025-07-20,2025-07-21
3786,20250716,2,52,3,2,17811.42,13783.38,2575.14,2025-07-16,2025-07-17,2025-07-21,2025-07-21
3787,20250716,6,10,5,4,4840.2,3740.88,908.51,2025-07-16,2025-07-17,2025-07-20,2025-07-23
3788,20250716,1,58,1,3,32499.69,23691.75,4750.57,2025-07-16,2025-07-17,2025-07-19,2025-07-21
3789,20250716,7,14,2,3,11542.89,8952.54,2108.62,2025-07-16,2025-07-17,2025-07-19,2025-07-23
3790,20250716,10,25,4,2,876.4,444.82,201.53,2025-07-16,2025-07-17,2025-07-20,2025-07-22
3791,20250716,3,13,1,4,23144.72,19516.08,3658.79,2025-07-16,2025-07-17,2025-07-20,2025-07-22
3792,20250716,12,58,1,2,21666.46,15794.5,3579.71,2025-07-16,2025-07-19,2025-07-21,2025-07-23
3793,20250716,6,30,2,4,4712.44,3345.08,850.05,2025-07-16,2025-07-17,2025-07-19,2025-07-23
3794,20250716,4,26,2,3,9092.61,5946.57,1925.79,2025-07-16,2025-07-17,2025-07-21,2025-07-22
3795,20250716,9,59,5,4,13152.84,10704.68,2734.24,2025-07-16,2025-07-17,2025-07-19,2025-07-23
3796,20250716,6,40,2,3,10187.73,7916.61,2129.27,2025-07-16,2025-07-19,2025-07-23,2025-07-23
3797,20250716,12,22,1,3,2839.8,1305.27,470.5,2025-07-16,2025-07-17,2025-07-19,2025-07-23
3798,20250716,5,57,4,1,2241.3,1783.07,638.04,2025-07-16,2025-07-18,2025-07-20,2025-07-22
3799,20250716,8,27,3,3,5778.45,3740.43,842.36,2025-07-16,2025-07-19,2025-07-21,2025-07-23
3800,20250716,8,27,2,1,1926.15,1246.81,363.06,2025-07-16,2025-07-17,2025-07-19,2025-07-23
3801,20250716,2,5,2,4,3159.88,1878.12,682.51,2025-07-16,2025-07-18,2025-07-20,2025-07-21
3802,20250716,10,38,1,1,3840.94,2993.05,600.92,2025-07-16,2025-07-17,2025-07-21,2025-07-22
3803,20250716,12,3,4,3,3177.3,1610.25,770.12,2025-07-16,2025-07-18,2025-07-20,2025-07-23
3804,20250716,12,19,4,3,3053.04,1599.72,704.68,2025-07-16,2025-07-21,2025-07-25,2025-07-23
3805,20250716,11,43,2,2,2938.26,1775.7,559.79,2025-07-16,2025-07-17,2025-07-19,2025-07-21
3806,20250716,11,9,5,4,4181.36,2632.4,909.78,2025-07-16,2025-07-18,2025-07-22,2025-07-21
3807,20250716,11,49,1,1,2327.69,1439.96,324.04,2025-07-16,2025-07-17,2025-07-24,2025-07-21
3808,20250716,12,6,1,2,2896.52,1443.16,475.53,2025-07-16,2025-07-17,2025-07-20,2025-07-23
3809,20250716,6,53,2,1,3013.4,2392.38,620.76,2025-07-16,2025-07-18,2025-07-21,2025-07-23
3810,20250716,10,48,2,3,3366.24,2295.57,772.95,2025-07-16,2025-07-17,2025-07-19,2025-07-22
3811,20250716,6,33,1,4,8190.76,5657.0,1334.6,2025-07-16,2025-07-17,2025-07-19,2025-07-23
3812,20250717,5,47,2,4,5636.4,4133.0,1101.93,2025-07-17,2025-07-18,2025-07-21,2025-07-23
3813,20250717,11,27,3,1,1926.15,1246.81,305.9,2025-07-17,2025-07-18,2025-07-21,2025-07-22
3814,20250717,7,43,3,4,5876.52,3551.4,1013.26,2025-07-17,2025-07-18,2025-07-21,2025-07-24
3815,20250717,12,24,4,3,2539.62,1252.47,616.64,2025-07-17,2025-07-22,2025-07-25,2025-07-24
3816,20250717,1,34,3,1,990.26,771.47,157.04,2025-07-17,2025-07-18,2025-07-20,2025-07-22
3817,20250717,4,1,4,5,1735.2,1095.35,460.4,2025-07-17,2025-07-18,2025-07-22,2025-07-23
3818,20250717,1,21,2,4,1371.24,725.32,289.09,2025-07-17,2025-07-19,2025-07-21,2025-07-22
3819,20250717,3,5,2,3,2369.91,1408.59,412.44,2025-07-17,2025-07-20,2025-07-23,2025-07-23
3820,20250717,7,3,2,3,3177.3,1610.25,626.13,2025-07-17,2025-07-18,2025-07-21,2025-07-24
3821,20250717,2,17,2,5,4078.3,3531.05,776.41,2025-07-17,2025-07-18,2025-07-20,2025-07-22
3822,20250717,5,53,1,2,6026.8,4784.76,857.19,2025-07-17,2025-07-18,2025-07-20,2025-07-23
3823,20250717,12,56,3,2,13370.8,10385.22,2466.08,2025-07-17,2025-07-18,2025-07-20,2025-07-24
3824,20250717,6,6,3,4,5793.04,2886.32,959.3,2025-07-17,2025-07-20,2025-07-24,2025-07-24
3825,20250717,8,20,1,1,754.22,326.71,129.06,2025-07-17,2025-07-20,2025-07-22,2025-07-24
3826,20250717,11,13,1,3,17358.54,14637.06,2614.81,2025-07-17,2025-07-18,2025-07-22,2025-07-22
3827,20250717,7,50,2,1,803.68,542.41,153.47,2025-07-17,2025-07-22,2025-07-26,2025-07-24
3828,20250717,9,24,3,1,846.54,417.49,143.44,2025-07-17,2025-07-19,2025-07-21,2025-07-24
3829,20250717,10,52,3,5,44528.55,34458.45,7620.98,2025-07-17,2025-07-19,2025-07-22,2025-07-23
