OrderID,CostTypeID,Amount
5386,2,398.52
5386,3,293.14
5386,4,445.6
5386,5,100.39
5387,1,416.85
5387,2,249.25
5387,3,183.39
5387,4,297.4
5387,5,56.72
5388,1,1107.05
5388,2,651.46
5388,3,470.1
5388,4,778.56
5388,5,156.95
5389,1,54.27
5389,2,31.47
5389,3,24.32
5389,4,43.64
5389,5,8.39
5390,1,462.91
5390,2,238.67
5390,3,189.59
5390,4,322.26
5390,5,71.38
5391,1,109.76
5391,2,65.7
5391,3,44.22
5391,4,69.17
5391,5,14.08
5392,1,359.86
5392,2,174.24
5392,3,146.42
5392,4,221.46
5392,5,52.03
5393,1,75.68
5393,2,42.68
5393,3,32.53
5393,4,58.58
5393,5,10.04
5394,1,86.79
5394,2,52.22
5394,3,36.88
5394,4,63.85
5394,5,12.61
5395,1,356.61
5395,2,233.47
5395,3,176.59
5395,4,258.46
5395,5,60.04
5396,1,1840.05
5396,2,1063.03
5396,3,760.51
5396,4,1476.46
5396,5,256.74
5397,1,544.45
5397,2,303.62
5397,3,230.44
5397,4,406.38
5397,5,74.73
5398,1,345.41
5398,2,195.64
5398,3,163.37
5398,4,237.58
5398,5,46.56
5399,1,461.98
5399,2,284.17
5399,3,203.98
5399,4,361.66
5399,5,62.26
5400,1,260.65
5400,2,149.22
5400,3,109.68
5400,4,188.07
5400,5,37.76
5401,1,164.28
5401,2,92.46
5401,3,74.11
5401,4,118.53
5401,5,25.18
5402,1,1078.31
5402,2,656.1
5402,3,433.2
5402,4,677.18
5402,5,151.62
5403,1,141.65
5403,2,71.7
5403,3,60.25
5403,4,99.04
5403,5,17.54
5404,1,306.05
5404,2,173.08
5404,3,153.68
5404,4,240.24
5404,5,49.4
5405,1,1064.17
5405,2,728.86
5405,3,472.68
5405,4,840.93
5405,5,153.05
5406,1,1211.45
5406,2,610.51
5406,3,498.97
5406,4,853.06
5406,5,163.69
5407,1,456.61
5407,2,258.98
5407,3,198.04
5407,4,303.21
5407,5,59.1
5408,1,307.89
5408,2,180.81
5408,3,126.88
5408,4,227.64
5408,5,40.09
5409,1,304.47
5409,2,203.92
5409,3,147.84
5409,4,224.89
5409,5,50.18
5410,1,235.71
5410,2,122.91
5410,3,88.78
5410,4,164.48
5410,5,32.65
5411,1,449.53
5411,2,266.48
5411,3,206.03
5411,4,370.27
5411,5,72.5
5412,1,173.86
5412,2,106.23
5412,3,77.11
5412,4,122.47
5412,5,25.41
5413,1,63.9
5413,2,38.28
5413,3,24.43
5413,4,45.76
5413,5,8.18
5414,1,928.09
5414,2,525.75
5414,3,392.21
5414,4,608.88
5414,5,137.32
5415,1,146.83
5415,2,90.51
5415,3,68.09
5415,4,119.6
5415,5,21.78
5416,1,174.03
5416,2,102.99
5416,3,88.48
5416,4,133.86
5416,5,24.7
5417,1,1164.3
5417,2,587.69
5417,3,486.39
5417,4,711.49
5417,5,166.99
5418,1,58.02
5418,2,36.2
5418,3,26.32
5418,4,45.7
5418,5,8.9
5419,1,366.44
5419,2,244.07
5419,3,176.85
5419,4,305.63
5419,5,55.28
5420,1,91.83
5420,2,50.39
5420,3,41.84
5420,4,63.61
5420,5,13.59
5421,1,520.31
5421,2,323.07
5421,3,260.74
5421,4,406.83
5421,5,76.38
5422,1,209.84
5422,2,122.88
5422,3,83.88
5422,4,146.63
5422,5,31.01
5423,1,526.74
5423,2,307.32
5423,3,223.65
5423,4,385.77
5423,5,76.81
5424,1,804.05
5424,2,398.53
5424,3,346.19
5424,4,577.07
5424,5,101.39
5425,1,62.69
5425,2,33.37
5425,3,22.61
5425,4,41.96
5425,5,9.03
5426,1,575.73
5426,2,350.65
5426,3,239.32
5426,4,433.18
5426,5,72.14
5427,1,432.76
5427,2,251.95
5427,3,208.19
5427,4,321.31
5427,5,65.3
5428,1,95.14
5428,2,57.1
5428,3,39.61
5428,4,61.59
5428,5,13.19
5429,1,169.71
5429,2,92.28
5429,3,63.6
5429,4,101.5
5429,5,23.0
5430,1,452.72
5430,2,231.07
5430,3,166.36
5430,4,294.67
5430,5,57.14
5431,1,829.73
5431,2,493.18
5431,3,328.95
5431,4,567.51
5431,5,121.75
5432,1,351.55
5432,2,209.25
5432,3,158.88
5432,4,224.0
5432,5,48.27
5433,1,39.71
5433,2,23.51
5433,3,18.77
5433,4,31.72
5433,5,6.16
5434,1,516.38
5434,2,294.64
5434,3,216.73
5434,4,393.06
5434,5,68.14
5435,1,468.75
5435,2,277.41
5435,3,204.48
5435,4,361.67
5435,5,66.36
5436,1,216.2
5436,2,130.52
5436,3,102.0
5436,4,145.83
5436,5,28.22
5437,1,308.43
5437,2,191.45
5437,3,154.18
5437,4,223.68
5437,5,44.83
5438,1,90.19
5438,2,51.44
5438,3,44.79
5438,4,68.65
5438,5,13.34
5439,1,2048.94
5439,2,1184.8
5439,3,776.61
5439,4,1422.64
5439,5,264.27
5440,1,3232.18
5440,2,1827.55
5440,3,1437.2
5440,4,2246.15
5440,5,471.37
5441,1,444.61
5441,2,270.59
5441,3,203.06
5441,4,369.75
5441,5,65.11
5442,1,81.16
5442,2,39.41
5442,3,30.91
5442,4,51.95
5442,5,9.97
5443,1,776.93
5443,2,424.19
5443,3,304.56
5443,4,502.19
5443,5,97.2
5444,1,722.14
5444,2,494.9
5444,3,328.43
5444,4,529.9
5444,5,118.55
5445,1,452.98
5445,2,289.92
5445,3,192.62
5445,4,367.43
5445,5,64.64
5446,1,45.07
5446,2,25.63
5446,3,19.17
5446,4,34.42
5446,5,6.34
5447,1,313.06
5447,2,189.52
5447,3,141.38
5447,4,234.33
5447,5,49.03
5448,1,123.47
5448,2,68.47
5448,3,57.07
5448,4,85.68
5448,5,19.03
5449,1,58.46
5449,2,35.67
5449,3,25.7
5449,4,42.12
5449,5,7.69
5450,1,1231.23
5450,2,743.72
5450,3,540.14
5450,4,820.53
5450,5,163.19
5451,1,852.67
5451,2,539.44
5451,3,386.85
5451,4,653.74
5451,5,125.8
5452,1,57.1
5452,2,31.32
5452,3,28.2
5452,4,40.46
5452,5,9.13
5453,1,2400.26
5453,2,1428.0
5453,3,1088.81
5453,4,1630.88
5453,5,372.95
5454,1,161.16
5454,2,87.96
5454,3,77.69
5454,4,119.27
5454,5,25.06
5455,1,921.57
5455,2,480.78
5455,3,367.79
5455,4,686.15
5455,5,125.08
5456,1,930.95
5456,2,478.3
5456,3,410.74
5456,4,643.9
5456,5,130.52
5457,1,805.1
5457,2,469.39
5457,3,306.36
5457,4,591.08
5457,5,106.01
5458,1,607.75
5458,2,319.29
5458,3,243.84
5458,4,419.45
5458,5,76.88
5459,1,323.52
5459,2,198.63
5459,3,126.06
5459,4,211.3
5459,5,46.35
5460,1,48.96
5460,2,32.22
5460,3,22.5
5460,4,38.53
5460,5,7.14
5461,1,964.03
5461,2,525.03
5461,3,386.96
5461,4,611.66
5461,5,117.81
5462,1,73.59
5462,2,40.32
5462,3,33.1
5462,4,59.44
5462,5,10.66
5463,1,436.01
5463,2,230.35
5463,3,198.38
5463,4,330.86
5463,5,64.32
5464,1,740.28
5464,2,433.59
5464,3,308.77
5464,4,479.43
5464,5,97.33
5465,1,989.05
5465,2,573.01
5465,3,403.29
5465,4,621.01
5465,5,141.76
5466,1,482.9
5466,2,296.28
5466,3,200.3
5466,4,403.87
5466,5,70.64
5467,1,376.64
5467,2,206.75
5467,3,161.59
5467,4,260.41
5467,5,52.56
5468,1,400.44
5468,2,254.8
5468,3,175.63
5468,4,326.75
5468,5,60.83
5469,1,628.68
5469,2,384.05
5469,3,300.05
5469,4,426.57
5469,5,90.73
5470,1,1199.69
5470,2,710.51
5470,3,580.03
5470,4,980.33
5470,5,183.89
5471,1,974.96
5471,2,525.53
5471,3,432.36
5471,4,719.04
5471,5,143.06
5472,1,306.88
5472,2,180.03
5472,3,132.83
5472,4,221.39
5472,5,43.81
5473,1,815.69
5473,2,446.88
5473,3,380.21
5473,4,540.07
5473,5,118.91
5474,1,796.13
5474,2,407.53
5474,3,344.91
5474,4,512.78
5474,5,97.67
5475,1,121.02
5475,2,70.01
5475,3,51.55
5475,4,89.31
5475,5,16.73
5476,1,1943.2
5476,2,1096.27
5476,3,795.3
5476,4,1329.69
5476,5,252.47
5477,1,263.02
5477,2,173.6
5477,3,115.61
5477,4,221.63
5477,5,42.49
5478,1,185.31
5478,2,99.68
5478,3,76.19
5478,4,112.24
5478,5,22.29
5479,1,231.07
5479,2,112.62
5479,3,100.82
5479,4,150.92
5479,5,30.83
5480,1,817.14
5480,2,488.68
5480,3,374.6
5480,4,608.98
5480,5,116.96
5481,1,403.85
5481,2,228.44
5481,3,196.17
5481,4,282.62
5481,5,56.8
5482,1,245.64
5482,2,135.22
5482,3,101.33
5482,4,194.2
5482,5,35.47
5483,1,547.9
5483,2,339.2
5483,3,225.84
5483,4,370.65
5483,5,81.02
5484,1,152.76
5484,2,85.54
5484,3,63.7
5484,4,110.59
5484,5,23.27
5485,1,265.6
5485,2,163.07
5485,3,117.04
5485,4,175.81
5485,5,40.93
5486,1,1208.82
5486,2,606.35
5486,3,523.74
5486,4,873.43
5486,5,161.17
5487,1,122.1
5487,2,76.99
5487,3,56.12
5487,4,87.33
5487,5,17.42
5488,1,248.52
5488,2,143.02
5488,3,109.02
5488,4,193.25
5488,5,37.06
5489,1,2995.07
5489,2,1624.04
5489,3,1358.28
5489,4,2388.29
5489,5,399.08
5490,1,302.62
5490,2,181.66
5490,3,152.64
5490,4,224.98
5490,5,48.45
5491,1,130.37
5491,2,74.88
5491,3,63.83
5491,4,93.38
5491,5,20.78
5492,1,191.75
5492,2,122.58
5492,3,99.07
5492,4,146.46
5492,5,31.7
5493,1,186.43
5493,2,115.83
5493,3,84.03
5493,4,131.79
5493,5,28.08
5494,1,364.01
5494,2,222.44
5494,3,176.67
5494,4,301.22
5494,5,54.58
5495,1,60.34
5495,2,34.17
5495,3,29.85
5495,4,50.22
5495,5,10.16
5496,1,807.77
5496,2,479.69
5496,3,357.54
5496,4,630.13
5496,5,112.49
5497,1,1342.94
5497,2,785.65
5497,3,550.79
5497,4,913.53
5497,5,199.19
5498,1,211.59
5498,2,135.64
5498,3,88.72
5498,4,153.44
5498,5,28.8
5499,1,434.1
5499,2,261.2
5499,3,215.14
5499,4,373.99
5499,5,70.89
5500,1,373.5
5500,2,232.09
5500,3,147.6
5500,4,252.26
5500,5,58.37
5501,1,1567.75
5501,2,941.63
5501,3,660.22
5501,4,1036.93
5501,5,247.4
5502,1,225.54
5502,2,127.81
5502,3,89.81
5502,4,143.58
5502,5,28.26
5503,1,106.92
5503,2,66.7
5503,3,50.9
5503,4,73.48
5503,5,16.99
5504,1,740.98
5504,2,372.93
5504,3,320.08
5504,4,514.97
5504,5,102.49
5505,1,294.19
5505,2,156.05
5505,3,136.63
5505,4,230.66
5505,5,43.96
5506,1,816.99
5506,2,427.24
5506,3,331.38
5506,4,517.27
5506,5,118.04
5507,1,152.97
5507,2,101.12
5507,3,71.96
5507,4,105.15
5507,5,22.86
5508,1,78.48
5508,2,50.35
5508,3,34.9
5508,4,63.22
5508,5,11.91
5509,1,100.79
5509,2,55.48
5509,3,42.86
5509,4,64.37
5509,5,14.5
5510,1,992.54
5510,2,545.78
5510,3,443.08
5510,4,709.04
5510,5,160.25
5511,1,74.27
5511,2,48.26
5511,3,36.55
5511,4,56.74
5511,5,11.99
5512,1,3308.43
5512,2,1837.54
5512,3,1491.76
5512,4,2109.32
5512,5,465.95
5513,1,1241.95
5513,2,815.97
5513,3,614.92
5513,4,1051.77
5513,5,179.86
5514,1,249.25
5514,2,148.58
5514,3,116.83
5514,4,191.52
5514,5,37.76
5515,1,124.31
5515,2,66.22
5515,3,44.67
5515,4,87.49
5515,5,17.2
5516,1,1344.14
5516,2,821.49
5516,3,580.11
5516,4,986.68
5516,5,205.02
5517,1,954.21
5517,2,520.46
5517,3,440.29
5517,4,621.04
5517,5,127.06
5518,1,1080.92
5518,2,654.7
5518,3,457.22
5518,4,774.55
5518,5,152.42
5519,1,584.5
5519,2,379.58
5519,3,255.29
5519,4,471.76
5519,5,89.47
5520,1,375.42
5520,2,213.56
5520,3,169.88
5520,4,254.77
5520,5,52.04
5521,1,167.8
5521,2,102.53
5521,3,70.04
5521,4,114.88
5521,5,21.92
5522,1,1324.86
5522,2,680.66
5522,3,514.82
5522,4,939.1
5522,5,170.72
5523,1,179.06
5523,2,95.7
5523,3,69.13
5523,4,132.43
5523,5,24.34
5524,1,115.14
5524,2,71.59
5524,3,56.41
5524,4,81.77
5524,5,18.37
5525,1,94.63
5525,2,57.53
5525,3,36.32
5525,4,62.75
5525,5,13.73
5526,1,737.98
5526,2,416.22
5526,3,324.28
5526,4,479.11
5526,5,103.87
5527,1,370.05
5527,2,214.04
5527,3,151.6
5527,4,243.2
5527,5,54.03
5528,1,302.96
5528,2,184.91
5528,3,129.29
5528,4,209.85
5528,5,40.23
5529,1,485.17
5529,2,284.22
5529,3,208.87
5529,4,387.12
5529,5,66.27
5530,1,55.17
5530,2,31.47
5530,3,24.1
5530,4,33.58
5530,5,7.97
5531,1,197.25
5531,2,104.53
5531,3,88.51
5531,4,149.43
5531,5,26.43
5532,1,201.86
5532,2,114.19
5532,3,85.24
5532,4,141.93
5532,5,32.04
5533,1,859.09
5533,2,461.81
5533,3,396.32
5533,4,635.21
5533,5,116.08
5534,1,988.71
5534,2,598.17
5534,3,439.55
5534,4,724.84
5534,5,139.82
5535,1,443.59
5535,2,247.28
5535,3,194.94
5535,4,286.67
5535,5,56.44
5536,1,420.75
5536,2,248.47
5536,3,202.92
5536,4,312.96
5536,5,56.03
5537,1,512.6
5537,2,262.46
5537,3,220.71
5537,4,351.43
5537,5,63.6
5538,1,40.61
5538,2,21.62
5538,3,17.19
5538,4,25.58
5538,5,5.34
5539,1,579.75
5539,2,301.82
5539,3,270.62
5539,4,433.48
5539,5,75.42
5540,1,41.53
5540,2,21.89
5540,3,16.9
5540,4,25.35
5540,5,6.01
5541,1,191.87
5541,2,115.52
5541,3,90.15
5541,4,144.02
5541,5,30.07
5542,1,401.54
5542,2,239.11
5542,3,174.21
5542,4,274.36
5542,5,59.91
5543,1,92.97
5543,2,55.07
5543,3,37.37
5543,4,68.05
5543,5,13.66
5544,1,1103.81
5544,2,756.37
5544,3,484.95
5544,4,867.09
5544,5,185.41
5545,1,37.57
5545,2,19.05
5545,3,16.44
5545,4,23.53
5545,5,4.93
5546,1,695.81
5546,2,426.86
5546,3,330.72
5546,4,518.42
5546,5,107.89
5547,1,71.71
5547,2,37.49
5547,3,27.9
5547,4,48.61
5547,5,10.32
5548,1,411.52
5548,2,212.01
5548,3,160.73
5548,4,257.0
5548,5,57.58
5549,1,371.99
5549,2,214.03
5549,3,158.87
5549,4,262.62
5549,5,57.82
5550,1,100.61
5550,2,62.68
5550,3,42.75
5550,4,82.34
5550,5,15.26
5551,1,519.6
5551,2,290.04
5551,3,203.46
5551,4,359.76
5551,5,67.43
5552,1,34.14
5552,2,19.84
5552,3,14.13
5552,4,24.0
5552,5,4.73
5553,1,492.81
5553,2,273.29
5553,3,208.67
5553,4,356.36
5553,5,68.16
5554,1,512.04
5554,2,270.56
5554,3,202.77
5554,4,383.45
5554,5,68.81
5555,1,315.14
5555,2,187.91
5555,3,132.52
5555,4,257.99
5555,5,52.18
5556,1,61.66
5556,2,33.93
5556,3,25.02
5556,4,45.2
5556,5,7.99
5557,1,126.91
5557,2,78.11
5557,3,54.42
5557,4,95.06
5557,5,21.0
5558,1,46.86
5558,2,25.74
5558,3,20.51
5558,4,33.51
5558,5,6.48
5559,1,392.33
5559,2,222.74
5559,3,166.83
5559,4,291.29
5559,5,56.77
5560,1,390.32
5560,2,211.55
5560,3,162.63
5560,4,318.0
5560,5,53.18
5561,1,195.51
5561,2,98.59
5561,3,74.94
5561,4,136.67
5561,5,29.11
5562,1,43.71
5562,2,25.59
5562,3,17.81
5562,4,31.09
5562,5,6.29
5563,1,242.64
5563,2,144.64
5563,3,100.91
5563,4,175.64
5563,5,39.7
5564,1,219.42
5564,2,130.92
5564,3,95.31
5564,4,137.86
5564,5,31.47
5565,1,681.54
5565,2,333.53
5565,3,273.09
5565,4,492.96
5565,5,96.16
5566,1,171.25
5566,2,108.0
5566,3,72.1
5566,4,119.68
5566,5,24.51
5567,1,223.1
5567,2,129.42
5567,3,105.64
5567,4,150.16
5567,5,31.52
5568,1,81.78
5568,2,47.87
5568,3,33.2
5568,4,49.75
5568,5,11.11
5569,1,1100.66
5569,2,715.32
5569,3,480.67
5569,4,770.33
5569,5,159.0
5570,1,330.2
5570,2,178.68
5570,3,144.15
5570,4,213.1
5570,5,44.77
5571,1,367.61
5571,2,194.95
5571,3,163.53
5571,4,249.72
5571,5,54.51
5572,1,366.79
5572,2,246.5
5572,3,186.15
5572,4,268.24
5572,5,62.08
5573,1,1310.46
5573,2,746.89
5573,3,553.1
5573,4,959.47
5573,5,168.06
5574,1,368.1
5574,2,203.63
5574,3,147.68
5574,4,283.62
5574,5,57.55
5575,1,236.8
5575,2,142.54
5575,3,112.18
5575,4,182.18
5575,5,37.59
5576,1,2104.02
5576,2,1247.37
5576,3,921.85
5576,4,1480.64
5576,5,309.74
5577,1,186.71
5577,2,114.75
5577,3,87.44
5577,4,150.71
5577,5,26.54
5578,1,911.29
5578,2,521.76
5578,3,431.78
5578,4,721.49
5578,5,127.18
5579,1,397.87
5579,2,249.05
5579,3,174.2
5579,4,281.48
5579,5,57.47
5580,1,491.13
5580,2,324.25
5580,3,224.76
5580,4,369.42
5580,5,78.64
5581,1,601.58
5581,2,314.06
5581,3,259.93
5581,4,453.7
5581,5,88.46
5582,1,887.16
5582,2,507.88
5582,3,442.65
5582,4,692.27
5582,5,136.97
5583,1,983.32
5583,2,529.85
5583,3,426.64
5583,4,679.97
5583,5,138.01
5584,1,230.46
5584,2,144.47
5584,3,115.59
5584,4,165.81
5584,5,36.05
5585,1,58.13
5585,2,35.22
5585,3,27.7
5585,4,43.73
5585,5,9.16
5586,1,670.6
5586,2,412.45
5586,3,289.45
5586,4,476.6
5586,5,99.36
5587,1,109.17
5587,2,59.32
5587,3,43.92
5587,4,71.32
5587,5,14.63
5588,1,720.23
5588,2,390.8
5588,3,334.1
5588,4,557.43
5588,5,99.02
5589,1,144.83
5589,2,90.77
5589,3,72.31
5589,4,105.61
5589,5,24.32
5590,1,960.13
5590,2,548.97
5590,3,399.59
5590,4,747.47
5590,5,147.87
5591,1,134.92
5591,2,73.28
5591,3,53.29
5591,4,94.62
5591,5,18.47
5592,1,81.07
5592,2,46.95
5592,3,29.96
5592,4,56.01
5592,5,9.83
5593,1,368.95
5593,2,207.45
5593,3,178.7
5593,4,269.59
5593,5,58.49
5594,1,333.65
5594,2,180.17
5594,3,141.52
5594,4,239.87
5594,5,42.97
5595,1,521.25
5595,2,306.99
5595,3,249.92
5595,4,375.5
5595,5,85.39
5596,1,263.91
5596,2,141.3
5596,3,116.8
5596,4,189.13
5596,5,39.31
5597,1,1802.98
5597,2,1139.78
5597,3,844.2
5597,4,1214.01
5597,5,265.2
5598,1,271.31
5598,2,142.87
5598,3,112.1
5598,4,186.5
5598,5,38.05
5599,1,609.88
5599,2,312.46
5599,3,273.72
5599,4,417.82
5599,5,75.6
5600,1,393.16
5600,2,238.14
5600,3,176.36
5600,4,301.02
5600,5,55.89
5601,1,610.96
5601,2,334.55
5601,3,243.19
5601,4,444.11
5601,5,88.46
5602,1,336.23
5602,2,176.65
5602,3,140.11
5602,4,207.86
5602,5,49.15
5603,1,533.76
5603,2,303.77
5603,3,214.02
5603,4,428.58
5603,5,82.65
5604,1,107.69
5604,2,56.81
5604,3,43.42
5604,4,76.87
5604,5,15.07
5605,1,178.25
5605,2,88.86
5605,3,71.62
5605,4,112.26
5605,5,23.54
5606,1,376.36
5606,2,192.9
5606,3,144.99
5606,4,257.14
5606,5,49.25
5607,1,526.76
5607,2,333.84
5607,3,217.15
5607,4,423.79
5607,5,77.73
5608,1,64.75
5608,2,39.21
5608,3,25.13
5608,4,50.17
5608,5,8.88
5609,1,454.88
5609,2,264.55
5609,3,190.2
5609,4,300.37
5609,5,65.96
5610,1,288.05
5610,2,180.93
5610,3,134.75
5610,4,225.54
5610,5,41.25
5611,1,293.9
5611,2,170.54
5611,3,131.83
5611,4,205.8
5611,5,36.47
5612,1,638.81
5612,2,362.84
5612,3,256.57
5612,4,470.36
5612,5,89.16
5613,1,178.42
5613,2,111.66
5613,3,88.16
5613,4,142.74
5613,5,27.21
5614,1,262.54
5614,2,149.36
5614,3,120.79
5614,4,199.53
5614,5,40.98
5615,1,78.92
5615,2,47.3
5615,3,31.7
5615,4,52.39
5615,5,10.76
5616,1,1495.96
5616,2,831.35
5616,3,642.57
5616,4,1166.99
5616,5,197.38
5617,1,123.88
5617,2,62.53
5617,3,49.43
5617,4,78.1
5617,5,17.21
5618,1,638.55
5618,2,378.84
5618,3,258.02
5618,4,454.36
5618,5,78.67
5619,1,117.81
5619,2,60.13
5619,3,50.65
5619,4,78.14
5619,5,15.19
5620,1,111.8
5620,2,63.65
5620,3,47.24
5620,4,83.6
5620,5,15.61
5621,1,63.07
5621,2,39.32
5621,3,31.04
5621,4,48.75
5621,5,10.03
5622,1,252.01
5622,2,151.93
5622,3,111.56
5622,4,184.38
5622,5,38.47
5623,1,2967.56
5623,2,1662.3
5623,3,1307.31
5623,4,2236.32
5623,5,418.62
5624,1,89.11
5624,2,48.25
5624,3,37.52
5624,4,60.23
5624,5,13.09
5625,1,54.69
5625,2,30.79
5625,3,22.74
5625,4,38.73
5625,5,7.34
5626,1,321.85
5626,2,176.74
5626,3,121.34
5626,4,235.98
5626,5,42.36
5627,1,229.04
5627,2,116.47
5627,3,81.6
5627,4,160.7
5627,5,29.88
5628,1,521.49
5628,2,286.55
5628,3,200.0
5628,4,338.95
5628,5,73.48
5629,1,23.71
5629,2,13.63
5629,3,10.21
5629,4,15.21
5629,5,3.39
5630,1,223.83
5630,2,147.1
5630,3,105.18
5630,4,191.8
5630,5,37.96
5631,1,1861.12
5631,2,977.11
5631,3,712.87
5631,4,1278.49
5631,5,231.32
5632,1,831.71
5632,2,513.34
5632,3,394.39
5632,4,628.84
5632,5,130.33
5633,1,63.85
5633,2,32.5
5633,3,24.7
5633,4,45.88
5633,5,7.7
5634,1,1624.29
5634,2,1014.83
5634,3,650.67
5634,4,1246.18
5634,5,208.88
5635,1,78.26
5635,2,45.34
5635,3,31.99
5635,4,55.23
5635,5,11.53
5636,1,1965.54
5636,2,1314.85
5636,3,894.18
5636,4,1498.61
5636,5,312.03
5637,1,90.24
5637,2,50.54
5637,3,43.32
5637,4,74.15
5637,5,12.71
5638,1,493.92
5638,2,261.06
5638,3,217.93
5638,4,390.6
5638,5,70.26
5639,1,423.36
5639,2,253.79
5639,3,207.28
5639,4,337.62
5639,5,68.83
5640,1,143.43
5640,2,80.86
5640,3,58.58
5640,4,99.71
5640,5,18.8
5641,1,260.32
5641,2,147.73
5641,3,115.83
5641,4,193.82
5641,5,36.34
5642,1,626.97
5642,2,359.35
5642,3,285.87
5642,4,440.93
5642,5,83.82
5643,1,156.37
5643,2,90.99
5643,3,77.21
5643,4,113.79
5643,5,23.37
5644,1,327.32
5644,2,199.8
5644,3,155.11
5644,4,260.94
5644,5,47.51
5645,1,121.28
5645,2,79.29
5645,3,54.45
5645,4,87.74
5645,5,17.85
5646,1,1169.21
5646,2,712.54
5646,3,547.56
5646,4,895.84
5646,5,186.12
5647,1,152.32
5647,2,102.09
5647,3,76.6
5647,4,126.77
5647,5,25.93
5648,1,127.02
5648,2,80.82
5648,3,62.37
5648,4,108.92
5648,5,19.62
5649,1,161.36
5649,2,78.68
5649,3,68.93
5649,4,105.92
5649,5,21.91
5650,1,623.22
5650,2,318.9
5650,3,248.11
5650,4,457.88
5650,5,87.7
5651,1,537.47
5651,2,340.05
5651,3,231.88
5651,4,390.82
5651,5,75.71
5652,1,655.49
5652,2,314.0
5652,3,266.83
5652,4,412.98
5652,5,91.75
5653,1,491.02
5653,2,243.28
5653,3,182.61
5653,4,365.01
5653,5,71.99
5654,1,2813.23
5654,2,1617.03
5654,3,1193.08
5654,4,1917.67
5654,5,422.38
5655,1,55.82
5655,2,34.61
5655,3,24.8
5655,4,40.27
5655,5,8.58
5656,1,194.18
5656,2,127.62
5656,3,85.0
5656,4,139.35
5656,5,31.36
5657,1,230.74
5657,2,116.02
5657,3,89.25
5657,4,144.02
5657,5,31.3
5658,1,320.51
5658,2,214.28
5658,3,161.69
5658,4,226.2
5658,5,46.15
5659,1,741.05
5659,2,443.22
5659,3,335.77
5659,4,543.1
5659,5,106.34
5660,1,218.8
5660,2,123.35
5660,3,94.92
5660,4,138.83
5660,5,31.33
5661,1,859.83
5661,2,457.82
5661,3,374.6
5661,4,659.67
5661,5,115.99
5662,1,2721.43
5662,2,1875.92
5662,3,1185.61
5662,4,2031.96
5662,5,404.88
5663,1,201.0
5663,2,112.05
5663,3,78.04
5663,4,140.51
5663,5,28.19
5664,1,197.06
5664,2,110.03
5664,3,89.76
5664,4,145.18
5664,5,26.94
5665,1,111.49
5665,2,53.91
5665,3,47.33
5665,4,77.35
5665,5,15.8
5666,1,144.62
5666,2,82.28
5666,3,69.16
5666,4,103.43
5666,5,20.7
5667,1,215.69
5667,2,108.44
5667,3,82.37
5667,4,140.22
5667,5,29.19
5668,1,478.37
5668,2,276.9
5668,3,213.24
5668,4,346.64
5668,5,65.28
5669,1,122.23
5669,2,66.82
5669,3,53.88
5669,4,83.82
5669,5,15.76
5670,1,676.42
5670,2,429.65
5670,3,296.18
5670,4,536.5
5670,5,102.29
5671,1,309.36
5671,2,162.95
5671,3,112.62
5671,4,203.32
5671,5,42.86
5672,1,345.4
5672,2,214.23
5672,3,166.66
5672,4,245.39
5672,5,53.3
5673,1,358.4
5673,2,176.13
5673,3,131.82
5673,4,250.11
5673,5,50.65
5674,1,348.84
5674,2,185.12
5674,3,154.68
5674,4,230.42
5674,5,44.18
5675,1,80.23
5675,2,53.7
5675,3,36.15
5675,4,66.94
5675,5,12.91
5676,1,108.25
5676,2,54.85
5676,3,42.42
5676,4,78.32
5676,5,14.38
5677,1,341.33
5677,2,208.38
5677,3,143.46
5677,4,276.98
5677,5,48.09
5678,1,2167.26
5678,2,1204.61
5678,3,918.94
5678,4,1526.98
5678,5,272.01
5679,1,376.06
5679,2,243.6
5679,3,160.48
5679,4,317.04
5679,5,59.59
5680,1,141.6
5680,2,88.1
5680,3,65.49
5680,4,104.01
5680,5,19.15
5681,1,175.95
5681,2,98.74
5681,3,67.69
5681,4,119.06
5681,5,24.56
5682,1,159.66
5682,2,79.62
5682,3,68.42
5682,4,108.68
5682,5,22.65
5683,1,108.68
5683,2,68.01
5683,3,52.12
5683,4,83.69
5683,5,17.88
5684,1,355.55
5684,2,220.94
5684,3,180.55
5684,4,293.6
5684,5,54.41
5685,1,484.15
5685,2,241.26
5685,3,200.92
5685,4,289.56
5685,5,64.98
5686,1,590.55
5686,2,317.17
5686,3,261.74
5686,4,470.43
5686,5,86.04
5687,1,163.48
5687,2,80.16
5687,3,58.88
5687,4,104.14
5687,5,23.31
5688,1,400.48
5688,2,232.52
5688,3,166.14
5688,4,253.92
5688,5,51.72
5689,1,506.6
5689,2,292.19
5689,3,225.09
5689,4,309.04
5689,5,62.94
5690,1,245.3
5690,2,120.84
5690,3,91.89
5690,4,149.63
5690,5,34.22
5691,1,719.62
5691,2,394.89
5691,3,285.41
5691,4,514.16
5691,5,95.77
5692,1,477.46
5692,2,297.86
5692,3,205.16
5692,4,398.95
5692,5,68.19
5693,1,1978.97
5693,2,1205.25
5693,3,990.9
5693,4,1561.39
5693,5,318.82
5694,1,87.67
5694,2,41.7
5694,3,31.3
5694,4,58.75
5694,5,11.71
5695,1,893.84
